,symbol,name,slug,logo,type,objectID,_highlightResult,popularity,tokenName,tagline,lastUpdated
923,ALG,Bitalgo,bitalgo,https://messari.io/asset-images/2ae2e6b6-4d3c-4ed5-9afa-0b12241b64f4/128.png,asset,2ae2e6b6-4d3c-4ed5-9afa-0b12241b64f4,"{'symbol': {'value': '<b>A</b>LG', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Bitalgo', 'matchLevel': 'none', 'matchedWords': []}}",,,,
924,ALIX,AlinX,alinx,https://messari.io/asset-images/2aab3b28-df36-4c64-b273-dee803036784/128.png,asset,2aab3b28-df36-4c64-b273-dee803036784,"{'symbol': {'value': '<b>A</b>LIX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>linX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
925,AAPL,Apple Protocol Token,apple-protocol-token,https://messari.io/asset-images/2a9311c4-4d89-4bf0-8d92-f36843a10820/128.png,asset,2a9311c4-4d89-4bf0-8d92-f36843a10820,"{'symbol': {'value': '<b>A</b>APL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>pple Protocol Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
926,AWOOL,Sheep Game,sheep-game,https://messari.io/asset-images/2a460754-6695-4fb9-8e53-ebb49c368c9e/128.png,asset,2a460754-6695-4fb9-8e53-ebb49c368c9e,"{'symbol': {'value': '<b>A</b>WOOL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Sheep Game', 'matchLevel': 'none', 'matchedWords': []}}",,,,
927,ACM,Aucume,aucume,https://messari.io/asset-images/29b6d244-3693-44f9-8750-a7dff31ef47f/128.png,asset,29b6d244-3693-44f9-8750-a7dff31ef47f,"{'symbol': {'value': '<b>A</b>CM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ucume', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
928,AQT,Alpha Quark Token,alpha-quark-token,https://messari.io/asset-images/295fdb2a-b740-48c9-adaf-c3a54296e356/128.png,asset,295fdb2a-b740-48c9-adaf-c3a54296e356,"{'symbol': {'value': '<b>A</b>QT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lpha Quark Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
929,AUREUSRH,Aureus Token,aureus-token,https://messari.io/asset-images/294ddd62-5e68-4965-ba2f-7de4eb24610d/128.png,asset,294ddd62-5e68-4965-ba2f-7de4eb24610d,"{'symbol': {'value': '<b>A</b>UREUSRH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ureus Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
930,ABI,ApeBullInu,apebullinu,https://messari.io/asset-images/28e7796d-edb0-4d24-921e-7efa5790eeba/128.png,asset,28e7796d-edb0-4d24-921e-7efa5790eeba,"{'symbol': {'value': '<b>A</b>BI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>peBullInu', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
931,AXUS,Axus Coin,axus-coin,https://messari.io/asset-images/27972026-1ed8-434e-aeb5-844f9a69b015/128.png,asset,27972026-1ed8-434e-aeb5-844f9a69b015,"{'symbol': {'value': '<b>A</b>XUS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>xus Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
932,AEN,Altera,altera,https://messari.io/asset-images/279408f7-d6da-4ef2-8ea2-92f73c138cbc/128.png,asset,279408f7-d6da-4ef2-8ea2-92f73c138cbc,"{'symbol': {'value': '<b>A</b>EN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ltera', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
933,ARCX,ARC Governance,arc-governance,https://messari.io/asset-images/27537c41-3556-4039-8130-8431975f1133/128.png,asset,27537c41-3556-4039-8130-8431975f1133,"{'symbol': {'value': '<b>A</b>RCX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>RC Governance', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
934,AWG,AurusGOLD,aurusgold,https://messari.io/asset-images/26fbefca-693a-4390-8079-04f2731d0636/128.png,asset,26fbefca-693a-4390-8079-04f2731d0636,"{'symbol': {'value': '<b>A</b>WG', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>urusGOLD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
935,AUTZ,AUTZ Token,autz-token,https://messari.io/asset-images/2670dcb6-e6d5-40b8-bb25-eaf75939665e/128.png,asset,2670dcb6-e6d5-40b8-bb25-eaf75939665e,"{'symbol': {'value': '<b>A</b>UTZ', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>UTZ Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
936,ARTM,ARTM,artm,https://messari.io/asset-images/2611aa44-a45a-4140-a542-6b1163f451ea/128.png,asset,2611aa44-a45a-4140-a542-6b1163f451ea,"{'symbol': {'value': '<b>A</b>RTM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>RTM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
937,ATLAS,Atlas Cloud,atlas-cloud,https://messari.io/asset-images/252b9805-3700-435a-9e3a-ff04dd72a5ba/128.png,asset,252b9805-3700-435a-9e3a-ff04dd72a5ba,"{'symbol': {'value': '<b>A</b>TLAS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>tlas Cloud', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
938,AMA,Ask Me Anything,ask-me-anything,https://messari.io/asset-images/252afaf6-bd51-4e40-b35d-ad0c761e3594/128.png,asset,252afaf6-bd51-4e40-b35d-ad0c761e3594,"{'symbol': {'value': '<b>A</b>MA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>sk Me <b>A</b>nything', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
939,ADX,Addax,addax,https://messari.io/asset-images/250e2ce2-627a-4748-aa6c-8e62a7c81632/128.png,asset,250e2ce2-627a-4748-aa6c-8e62a7c81632,"{'symbol': {'value': '<b>A</b>DX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ddax', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
940,AVNGRS,BabyAvengers,babyavengers,https://messari.io/asset-images/25026bf4-b8ec-401f-aa70-1d2d73ce292c/128.png,asset,25026bf4-b8ec-401f-aa70-1d2d73ce292c,"{'symbol': {'value': '<b>A</b>VNGRS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'BabyAvengers', 'matchLevel': 'none', 'matchedWords': []}}",,,,
941,ATO,EAutocoin,eautocoin,https://messari.io/asset-images/24f550ba-20c3-4862-8ce7-9c2c50c946f5/128.png,asset,24f550ba-20c3-4862-8ce7-9c2c50c946f5,"{'symbol': {'value': '<b>A</b>TO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'EAutocoin', 'matchLevel': 'none', 'matchedWords': []}}",,,,
942,ALGOP,AlgoPainter,algopainter,https://messari.io/asset-images/24afeee7-375c-4cee-a4ba-5d2c18c69655/128.png,asset,24afeee7-375c-4cee-a4ba-5d2c18c69655,"{'symbol': {'value': '<b>A</b>LGOP', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lgoPainter', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
943,ASH,ASH,ash,https://messari.io/asset-images/240c1bc6-9e97-4398-8ac7-24282b4391de/128.png,asset,240c1bc6-9e97-4398-8ac7-24282b4391de,"{'symbol': {'value': '<b>A</b>SH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>SH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
944,AI,Flourishing AI,flourishing-ai-token,https://messari.io/asset-images/23a590b9-13fe-4084-b1c5-0c6422752adc/128.png,asset,23a590b9-13fe-4084-b1c5-0c6422752adc,"{'symbol': {'value': '<b>A</b>I', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Flourishing <b>A</b>I', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
945,AITRA,AITRA,aitra,https://messari.io/asset-images/22e56ffc-9eea-4848-aca8-95a3e8e816e0/128.png,asset,22e56ffc-9eea-4848-aca8-95a3e8e816e0,"{'symbol': {'value': '<b>A</b>ITRA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ITRA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
946,ARAID,AirRaid Lottery Token,airraid-lottery-token,https://messari.io/asset-images/22d65e90-7e81-4398-9e12-b4bd1e4eec4c/128.png,asset,22d65e90-7e81-4398-9e12-b4bd1e4eec4c,"{'symbol': {'value': '<b>A</b>RAID', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>irRaid Lottery Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
947,ASTRA,Astra Coin,astra-protocol,https://messari.io/asset-images/21e8996d-7fdd-4caf-a1c0-9c5e33a4b3a0/128.png,asset,21e8996d-7fdd-4caf-a1c0-9c5e33a4b3a0,"{'symbol': {'value': '<b>A</b>STRA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>stra Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
948,ARC,Arcade,arcade,https://messari.io/asset-images/21d5f473-63a5-4481-bc4c-c9c708b7b550/128.png,asset,21d5f473-63a5-4481-bc4c-c9c708b7b550,"{'symbol': {'value': '<b>A</b>RC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rcade', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
949,AFM,Alfheim Finance,alfheim-finance,https://messari.io/asset-images/20b8b4b7-c445-4036-b9e5-617e9da626e9/128.png,asset,20b8b4b7-c445-4036-b9e5-617e9da626e9,"{'symbol': {'value': '<b>A</b>FM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lfheim Finance', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
950,AMI,AMMYI Coin,ammyi-coin,https://messari.io/asset-images/202cd848-7e6b-4a0c-b2bf-337ba3681c41/128.png,asset,202cd848-7e6b-4a0c-b2bf-337ba3681c41,"{'symbol': {'value': '<b>A</b>MI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>MMYI Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
951,AURORA,AuroraToken,auroratoken,https://messari.io/asset-images/20158943-f9d4-408b-a67c-e24691312d6a/128.png,asset,20158943-f9d4-408b-a67c-e24691312d6a,"{'symbol': {'value': '<b>A</b>URORA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>uroraToken', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
952,ALLEY,NFT Alley,nft-alley,https://messari.io/asset-images/1ff26826-6e50-454b-876c-073fbed9f4b8/128.png,asset,1ff26826-6e50-454b-876c-073fbed9f4b8,"{'symbol': {'value': '<b>A</b>LLEY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'NFT <b>A</b>lley', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
953,ADAFLECT,ADAFlect,adaflect,https://messari.io/asset-images/1f9bf44a-d7d7-4b7d-b32d-12e490569a2b/128.png,asset,1f9bf44a-d7d7-4b7d-b32d-12e490569a2b,"{'symbol': {'value': '<b>A</b>DAFLECT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>DAFlect', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
954,AEL,Aelysir,aelysir,https://messari.io/asset-images/1f682bbf-f7e7-4ac3-a129-e08fc26ed545/128.png,asset,1f682bbf-f7e7-4ac3-a129-e08fc26ed545,"{'symbol': {'value': '<b>A</b>EL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>elysir', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
955,ALUCARD,Baby Alucard,baby-alucard,https://messari.io/asset-images/1f10a470-17b0-43f1-ae5c-3f7dd47e8c58/128.png,asset,1f10a470-17b0-43f1-ae5c-3f7dd47e8c58,"{'symbol': {'value': '<b>A</b>LUCARD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Baby <b>A</b>lucard', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
956,ALBT,AllianceBlock,allianceblock,https://messari.io/asset-images/1e978fd8-095f-4d4a-adab-78da9adf0347/128.png,asset,1e978fd8-095f-4d4a-adab-78da9adf0347,"{'symbol': {'value': '<b>A</b>LBT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>llianceBlock', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
957,AAVE,Aave (Wormhole),aave-wormhole,https://messari.io/asset-images/1e8c2462-d239-477a-89c5-bc75a08b1b4c/128.png,asset,1e8c2462-d239-477a-89c5-bc75a08b1b4c,"{'symbol': {'value': '<b>A</b>AVE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ave (Wormhole)', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
958,ARG,Argentine Football Association Fan Token,argentine-football-association-fan-token,https://messari.io/asset-images/1e7f4931-541c-48ff-8a37-da997c352ed4/128.png,asset,1e7f4931-541c-48ff-8a37-da997c352ed4,"{'symbol': {'value': '<b>A</b>RG', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rgentine Football <b>A</b>ssociation Fan Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
959,AOS,AOS,aos,https://messari.io/asset-images/1e162569-42d4-4d26-a811-f95bfd8f4267/128.png,asset,1e162569-42d4-4d26-a811-f95bfd8f4267,"{'symbol': {'value': '<b>A</b>OS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>OS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
960,ASTROGOLD,Astro Gold,astro-gold,https://messari.io/asset-images/1df8049d-aed9-4615-ada8-5596bb6e99ba/128.png,asset,1df8049d-aed9-4615-ada8-5596bb6e99ba,"{'symbol': {'value': '<b>A</b>STROGOLD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>stro Gold', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
961,AXIAV3,Axia,axia,https://messari.io/asset-images/1d829991-0656-472b-84d8-252001255f56/128.png,asset,1d829991-0656-472b-84d8-252001255f56,"{'symbol': {'value': '<b>A</b>XIAV3', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>xia', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
962,AZRX,Aave ZRX v1,aave-zrx-v1,https://messari.io/asset-images/1d698117-fd6d-43e2-a6b0-87deff735822/128.png,asset,1d698117-fd6d-43e2-a6b0-87deff735822,"{'symbol': {'value': '<b>A</b>ZRX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ave ZRX v1', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
963,AOPC,Apocalypse,apocalypse,https://messari.io/asset-images/1d2e00d9-3086-479a-b7d0-c3da5f311f10/128.png,asset,1d2e00d9-3086-479a-b7d0-c3da5f311f10,"{'symbol': {'value': '<b>A</b>OPC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>pocalypse', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
964,AME,Amepay,amepay,https://messari.io/asset-images/1d2d1b29-7b53-4026-8c84-0859e2e2b016/128.png,asset,1d2d1b29-7b53-4026-8c84-0859e2e2b016,"{'symbol': {'value': '<b>A</b>ME', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>mepay', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
965,ABS,Absorber,absorber,https://messari.io/asset-images/1c986cc0-5b1f-4eeb-af30-e0d900f61176/128.png,asset,1c986cc0-5b1f-4eeb-af30-e0d900f61176,"{'symbol': {'value': '<b>A</b>BS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>bsorber', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
966,ARRB,Arrb Token,arrb-token,https://messari.io/asset-images/1c7eb9c3-6a75-4bc5-82b3-51b90a69bab6/128.png,asset,1c7eb9c3-6a75-4bc5-82b3-51b90a69bab6,"{'symbol': {'value': '<b>A</b>RRB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rrb Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
967,AGTE,Agronomist,agronomist,https://messari.io/asset-images/1c1acbfc-8896-4887-8630-849879e3d5ee/128.png,asset,1c1acbfc-8896-4887-8630-849879e3d5ee,"{'symbol': {'value': '<b>A</b>GTE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>gronomist', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
968,APIX,APIX,apix,https://messari.io/asset-images/1bb35c9c-2024-4024-bb9d-2cbd33129b6d/128.png,asset,1bb35c9c-2024-4024-bb9d-2cbd33129b6d,"{'symbol': {'value': '<b>A</b>PIX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>PIX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
969,AQUAGOAT,Aqua Goat,aqua-goat,https://messari.io/asset-images/1b6e5a2a-593f-4a6b-b13b-54cc32e2d346/128.png,asset,1b6e5a2a-593f-4a6b-b13b-54cc32e2d346,"{'symbol': {'value': '<b>A</b>QUAGOAT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>qua Goat', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
970,ARBX,Arbix Finance,arbix-finance,https://messari.io/asset-images/1af65581-c76a-4592-8045-efb56b301aa6/128.png,asset,1af65581-c76a-4592-8045-efb56b301aa6,"{'symbol': {'value': '<b>A</b>RBX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rbix Finance', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
971,APE,APEcoin Token,apecoin-token,https://messari.io/asset-images/1a7daafd-80e5-4910-b244-d423ca157d25/128.png,asset,1a7daafd-80e5-4910-b244-d423ca157d25,"{'symbol': {'value': '<b>A</b>PE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>PEcoin Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
972,ATA,Automata Network,automata-network,https://messari.io/asset-images/1a5c92ac-3b9d-47cb-b519-291a6746e21f/128.png,asset,1a5c92ac-3b9d-47cb-b519-291a6746e21f,"{'symbol': {'value': '<b>A</b>TA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>utomata Network', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
973,ASTRA,AstraPad,astrapad,https://messari.io/asset-images/19dfedec-fb24-41a2-90a8-3ccea3a2541b/128.png,asset,19dfedec-fb24-41a2-90a8-3ccea3a2541b,"{'symbol': {'value': '<b>A</b>STRA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>straPad', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
974,APYS,APYSwap Token,apyswap-token,https://messari.io/asset-images/19694871-6504-4033-891f-bb7ca508a790/128.png,asset,19694871-6504-4033-891f-bb7ca508a790,"{'symbol': {'value': '<b>A</b>PYS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>PYSwap Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,APYSwap Token,,
975,AMIS,AMIS,amis,https://messari.io/asset-images/194bd4e9-b5f4-46a8-a9d1-40d717c43a7f/128.png,asset,194bd4e9-b5f4-46a8-a9d1-40d717c43a7f,"{'symbol': {'value': '<b>A</b>MIS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>MIS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
976,ABZ,AstroBirdz,astrobirdz,https://messari.io/asset-images/18e19d05-36cd-45b4-a0fd-a199e96a75c7/128.png,asset,18e19d05-36cd-45b4-a0fd-a199e96a75c7,"{'symbol': {'value': '<b>A</b>BZ', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>stroBirdz', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
977,ADX,Cardanomics,cardanomics,https://messari.io/asset-images/18c4ca28-4b43-49a2-aa65-8a3f6e8f30f0/128.png,asset,18c4ca28-4b43-49a2-aa65-8a3f6e8f30f0,"{'symbol': {'value': '<b>A</b>DX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Cardanomics', 'matchLevel': 'none', 'matchedWords': []}}",,,,
978,AAMMUNIYFIWETH,Aave AMM UniYFIWETH,aave-amm-uniyfiweth,https://messari.io/asset-images/18736dcb-d1d3-4778-b201-370c4700218a/128.png,asset,18736dcb-d1d3-4778-b201-370c4700218a,"{'symbol': {'value': '<b>A</b>AMMUNIYFIWETH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ave <b>A</b>MM UniYFIWETH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
979,ANCW,Ancient Warrior,ancient-warrior,https://messari.io/asset-images/181009e4-9be2-4ade-ac24-7ddbb54c4057/128.png,asset,181009e4-9be2-4ade-ac24-7ddbb54c4057,"{'symbol': {'value': '<b>A</b>NCW', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ncient Warrior', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
980,ARD,Arcader,arcader,https://messari.io/asset-images/180c4d0e-68fb-4e3e-b607-2e86d368ac05/128.png,asset,180c4d0e-68fb-4e3e-b607-2e86d368ac05,"{'symbol': {'value': '<b>A</b>RD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>rcader', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
981,ANYP,AnyPrinter,anyprinter,https://messari.io/asset-images/1804dbdc-fd35-4d51-9b67-7f53fd949724/128.png,asset,1804dbdc-fd35-4d51-9b67-7f53fd949724,"{'symbol': {'value': '<b>A</b>NYP', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>nyPrinter', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
983,ADAX,ADAX,adax,https://messari.io/asset-images/17dfba6b-9e0f-4f22-a0ef-2d812d69b6e6/128.png,asset,17dfba6b-9e0f-4f22-a0ef-2d812d69b6e6,"{'symbol': {'value': '<b>A</b>DAX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>DAX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
984,ACT,Acet,acet-token,https://messari.io/asset-images/1782db0e-a8a3-4d67-9a10-c3f931d709da/128.png,asset,1782db0e-a8a3-4d67-9a10-c3f931d709da,"{'symbol': {'value': '<b>A</b>CT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>cet', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
985,ALC,AlrightCoin,alrightcoin,https://messari.io/asset-images/177c47cd-5130-4ba7-834a-53af63b12be0/128.png,asset,177c47cd-5130-4ba7-834a-53af63b12be0,"{'symbol': {'value': '<b>A</b>LC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lrightCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
987,ARCC,Asia Reserve Currency Coin,asia-reserve-currency-coin,https://messari.io/asset-images/170e723a-ee52-4639-ade2-64991a19b9e6/128.png,asset,170e723a-ee52-4639-ade2-64991a19b9e6,"{'symbol': {'value': '<b>A</b>RCC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>sia Reserve Currency Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
